Title,PID
"Darlen , Richard",reed:bfbde7f9-2f8f-4b76-ad69-62544cee1359
"Heywood, Stephen",reed:72050df3-b90b-4815-82f8-c25e72f668c7
"Thorpe, Robert",reed:5f26b94e-19e8-4049-94bc-fc08116d786e
"Powell, Edward",reed:b5ecf4a0-d961-458b-9762-ecd45d08b19f
"Gryffyth , ...",reed:600184c7-f853-426c-9d6c-276005cce77d
"Herbert, William",reed:30895330-a259-4104-93e7-0911b7fef24f
"Bridges, Anthony",reed:23613f13-f920-42ff-ab8c-b6fbb8db88c7
"Becher , William",reed:d86bd519-a71e-4de7-a91e-36f0528f7c74
"Davies , Robert",reed:4c547c97-075e-4045-a5ac-d10abd8af7a1
"Wakering, John",reed:80b66827-57ff-4035-9651-f2960cac699d
"Mason, John",reed:99325198-944f-4971-b255-c505b9d17f4d
"Puttenham, …",reed:fbde5763-a8dc-4dc0-a340-7bcc844caa17
"Savage, John",reed:1d8102b5-fecf-496f-953f-b5b60bb188f8
"Mackworth, Humphrey",reed:55d2b14c-7780-42f4-90ee-2686b28c90ba
"Copley, Walter",reed:0f9bf0ae-e393-41dd-a837-4ddb32f1bf4d
"Brograve, Simeon",reed:3c2a1dff-3d77-4cf4-8659-e5a901da3340
"Gold, Henry",reed:47b19393-a107-42da-a2d7-843bbc281ed1
"Francklyn , James",reed:ef65e237-0840-43b0-ac1e-211cad2b397b
"Lynne, William",reed:eb4b4062-95ec-496f-9182-ffcee64e2dbf
"Tonstal, Tobias",reed:5090e0b4-22fc-4e2e-b4cb-a0623dc06eb6
"Holt, John",reed:8d0bd011-951a-47ea-b853-a4009d099936
"Walrond , James",reed:1a4d7b39-b9e8-4b3a-b08c-dc53e24e79ed
"Symons, Thomas",reed:889d6410-1419-4405-8ee7-04fe2f2cb76b
"Dun , Daniel",reed:e628096d-ff82-4308-bebb-676f3495f91e
"Porter, Arthur",reed:9d52ed4d-4c73-448b-aca7-3567ec98e353
"Lentall , William",reed:515bbe9a-6e10-41e6-81a7-605abe4eefe8
"Shyrlock , ...",reed:54515dec-7e7b-4c09-92aa-fbf4370b4b8f
"Davies, ...",reed:e751afc1-6e81-4acd-a348-2ca5fe6a1ee8
"Lany , John",reed:31583f68-cc3d-44e7-a3aa-4053fa111d4a
"Vyvyan , Richard",reed:efccb668-6a73-4e0a-8d78-485061d23f5c
"Hussey , Anthony",reed:9117b2d2-0877-4ff3-89f9-7c84e2de843c
"Southcott, John",reed:effc998e-ecd6-404f-bb38-3a88b0dd3488
"Warham, William",reed:ac32e3b8-a3ed-4ccd-827f-a85401d4025e
"Napper, Robert",reed:7c713de6-6b23-4e4a-93b0-5662525bee5a
"Usser, James",reed:b55bce99-5a7d-4000-b252-3545051396df
"Theoball, John",reed:6bae3180-5bed-40a5-bc64-955a983f2441
"Davies , Ralph",reed:5018ccf4-eb71-4ebe-9d12-9b75d99abaa2
"Overbury, Thomas",reed:e3f50636-77ee-49d3-bc81-be4e8a8e5a4d
"Bentley, Gerald Eades",reed:13207a44-084a-45fd-8238-9ba8f68e7c6f
"Warren, Richard",reed:3356aa74-724b-4aa1-8b8e-598b6c089bad
"Clowych, …",reed:4a1653b1-24b8-44d2-9b4d-a855771cc37e
"Page, Anthony",reed:cfea913d-25b4-48d3-b71b-b8917a6dce7a
"Hipwell, Stephen",reed:dd800372-0509-456a-9195-28d2a189bda0
"Angeir , Francis",reed:470abd99-77b2-4ba2-abcf-6707784d39a9
"Denne, Henry",reed:fe32520b-03bd-48d4-a31d-1a259feff48a
"Freeman , Ralph",reed:759157d9-f4e6-4ad1-9a21-699cc8f79ddd
"Howard, Thomas",reed:870c3d8f-c23e-4405-ae1c-7c06e115b7c8
"Stapleton, Henry",reed:6c28d4dd-e9c5-4a75-93cd-cb88f3a49308
"Payne, Richard",reed:4b8e312c-ab0d-4aab-a8e5-9ae78083eb13
"Jenney, Edmund",reed:5dc55672-d347-484b-83e3-568a284c65e2
"Fletcher, Thomas",reed:6445d890-d9bd-4d50-a6d6-7564fe06b140
"Heath, Edward",reed:f3e76b1c-0517-455f-ae82-edecb172c833
"Helliar, Charles",reed:edbc9658-5e2c-4009-bc2c-7cc452067722
"Fitz-Williams, William",reed:ec15da15-ce95-4345-9cdd-97948b003a6e
"Fitzsymond, John",reed:620bc801-f18d-45d8-806f-b9ae66b3e25c
"Brayne, John",reed:ed3b1449-40ce-42d6-8b66-3855b4c92f96
"Clinch , Edward",reed:edf9cc0c-1f22-4e7a-b1c0-d7b99405dd4b
"Palmes, Guy",reed:014788ed-1e0b-4db3-8d9b-18739d8b00c1
"Watson, ...",reed:72670a13-21b8-4d98-a533-e3ab7de9b5a8
"Warre , …",reed:072edd97-94fa-4679-896b-c158f2afd11f
"Barker, …",reed:445bfa39-1996-4677-bd48-a7523b3791f7
"Talbot, George",reed:8a5e6e2d-3f18-4dee-9a07-656b5c776064
"Gawdy, Framlingham",reed:e43f2ace-ec3e-4358-906f-cbb161b415a3
"Rich , Robert",reed:76f238b2-7909-455a-b759-a7b81a50de76
"Garrard, George",reed:3321d179-0370-4f84-bd83-60aaee7cdbfa
"Saundys , Henry",reed:e81d979a-d4cd-43d5-882f-4c7b264aaf6f
"Laventhorpe , Thomas",reed:ab690efe-7ca9-4b30-9210-e09c6b889954
"Revell, Roger",reed:dbc74cae-fa1b-453c-aa66-e465f062fcf1
"Hynd, Edward",reed:7cbdd934-ce48-4976-bb0b-5c546a6935c6
"Puckering , John",reed:2bc9f635-da78-4088-b065-70ec2d18e73c
"Feilding, Elizabeth",reed:5cc3c47d-35fa-4311-8da4-f5046ad5b9b0
"Ulric, Duke of Holstein",reed:3974dcae-21d6-45f0-b2be-879a69e02d04
"Tyldesley , Thomas",reed:a7e6f995-eab2-4819-9e23-45e73791c8a9
"Bryan, William",reed:eacc8360-83dc-4835-9aa7-5a3024200b50
"Stuteville, Martin",reed:4adca12d-4d71-4ee6-897d-78881f076f86
"Bourke, Thomas",reed:75ccbbe7-23c1-4559-af38-a6e1d42e5332
"Calton, Paul",reed:42ff306d-dc9b-457b-b959-d965551e66bf
"Lisle , John",reed:f3153c0a-2cb3-47ad-ab8e-c9c5d2c2970e
"Baker, Arthur",reed:1ad97df5-56b3-4e4a-90da-e44d9b7a123e
"Revell, Richard",reed:faf464c9-83e1-4c7d-b89e-58134d10e56c
"Herman, Nicholas",reed:372678b7-1972-45e0-ac38-a5a4b5fd8f9e
"Brent, Nathaneal",reed:57fd6d57-88af-4b40-b136-e300c920307e
"Penruddock, John",reed:e7394751-ee47-4301-99a7-98ce45762e31
"Fitzherbert, ...",reed:44591053-777f-4507-ac24-399feb8b67c6
"Morgan, Philip",reed:21c85cb0-d4aa-4cba-aa18-cfdeed790866
"Woodville, Anthony",reed:9eee17f3-c731-4997-8d51-e9447bca14f4
"James I",reed:bb6699b9-2ee5-4e28-84e7-310c16e58a6b
"Staverton , Patrick",reed:1991bbc2-7695-46a4-832c-fc0201f37fbf
"Castell, Robert",reed:6c298bca-e819-42f1-b3c0-18a08acba407
"Danester , John",reed:00f1a897-b328-42a9-9bd4-43f7c153de61
"Thomkins, Thomas",reed:9090da91-7ae3-4290-863c-4422b5a7d4d3
"Wansted , Francis",reed:1cedd506-6da2-4116-8448-7be12b2f3121
"Bulkeley, …",reed:279dfb33-2b93-4978-8acf-045011ba1289
"Chamberlain, Thomas",reed:49f9a0d3-cb9d-4aae-93d2-9e317cef9cc6
"Scott, Edward",reed:d00ad8a6-21ab-4e6f-b08a-f3aea00510fb
"Gerrard , William",reed:9e18d4e4-9bfd-4b26-8739-20594319c54f
"Burney , Henry",reed:5a9752e8-1c65-4afd-abaa-fbfd8201dedb
"Jackson, William",reed:59fdd79f-e2f3-4222-aa3d-fc8ddfe47940
"Piggott , Ralph",reed:f42e6db2-be81-4627-b021-06ef9bce9f61
"Dalygod, John",reed:d09f2710-49ac-4ef1-b0ef-0ce963fd3ac9
"Osborn, John",reed:0e5419f5-60b1-46e5-9712-a549bfdcd315
"Watson, Thomas",reed:f6077195-c9f4-43c9-9a24-c48bdd909066
"Roper, John",reed:c598de9a-2c17-4d5d-b7e1-104c63f7055c
"Douthwaite, William Ralph",reed:83ee72c5-4df7-4e62-9233-aea210ff6a0d
"Stephens , Edward",reed:ddb19aa9-6594-43fd-9b54-e32dc6b69c4d
"Hatton, Christopher",reed:91840cba-6b6a-4052-92f1-3eb71e4fc790
"Lisle , William",reed:cadc5920-80cd-4197-bfc3-2b0bc5b918ba
"Lodge, Thomas",reed:88150529-acc7-4c1c-9b30-8fb62ab2a8e3
"Walrond , Roger",reed:48f570dc-53ce-430a-ace2-895a18069a5f
"Straunge , Anthony",reed:f6a8ba15-146d-4081-aec2-6f6d50e0efdb
"Dynzell , John",reed:2df8d68b-e2e2-417e-b8ad-f826ca1562bf
"Blagge, Barnabas",reed:ef41efcd-cabc-4eeb-b1fe-a3527b52c1e2
"Tryon, Samuel",reed:c19b7762-d092-470c-a2aa-b16dac346a7a
"Cordwell, Thomas",reed:36efc068-de66-4f96-a4bf-24728a830d3c
"Willoughby , …",reed:8cf751c0-2d2e-4a2c-b059-5920b0c24a35
"Scrope, Henry",reed:2e183520-19ec-4e12-9e2f-adef3c73e024
"Farwell, John",reed:b34b9624-a128-4ee2-84cf-30237eb05452
"Roos , Peter",reed:bd5792dd-5e3b-4bc3-84b4-7785b197d999
"Cooly, …",reed:018824bc-d8a8-440e-8452-564f38706ffb
"Colt, George",reed:b21e70ce-55df-4764-a603-20281d08d180
"Ravenscroft , William",reed:e2e1923d-6395-4ae2-9a95-3f51193d58e2
"Bacon, Francis",reed:b84c8320-3241-485d-b34b-33e09e72a882
"Wentworth , Thomas",reed:cb4ae140-f685-41ea-9be8-5c22ebe54de2
"Lucas, Thomas",reed:23d99f13-79cd-4229-abbc-d458ea71980f
"Dalaber, Richard",reed:d239edb3-df46-4a2d-8dd1-dbe4c7da8c7d
"Gryffyth , Nicholas",reed:9da67a5d-ac6a-47d0-8b8f-8710cb5a6019
"Jones , William",reed:1a257957-254f-411c-9d22-e5ce636a8aee
"Maynard, John",reed:20b68d46-9d56-4065-a2d5-c58ae6f693b7
"Wrightington, Edward",reed:8e9051a4-fcb0-4f9b-81a9-4c4e16136d6f
"Kinwelmersh, Francis",reed:410a5904-c46c-427f-8146-befe34e4e381
"Macsey, Henry",reed:04d804bd-b7a0-4f56-ad86-554ac881e2b2
"Paston, John",reed:459dd676-6e97-446f-b3bc-1658c8e7929e
"Tyndale, Anthony",reed:16e4ec10-7d98-4f29-b61f-16232750d616
"Sent Aubyn , ...",reed:e19e286a-df2a-4ea7-8d5a-dcbe2fc3e090
"Fermor , Richard",reed:b1f7d438-51d3-45fe-b42e-d543e94c5b5f
"Fortescue, John",reed:1f030d92-692d-40df-a756-ac8f253ea9c8
"Denham , John",reed:95e091d2-168e-4f7f-94c7-486f24221651
"Williams, Richard",reed:504bd95e-5b3b-47ea-bd77-a445d9a6832e
"Lyndon, Robert E.",reed:3bff3ba5-979f-4575-96dc-5a0e7fbf00b3
"Perryn, William",reed:30ad0a61-94c3-48f6-b168-faadfbe46840
"Morgan, William",reed:cf9332dc-ca88-40c3-930d-28d023c95494
"Tylney , Robert",reed:b43c427b-ddf6-43e5-a6a4-d35885aaaa27
"Elltostes , Thomas",reed:f0624622-5c79-4e6e-9478-7ee8a94b77eb
"Jordan , Nicholas",reed:627f0700-3881-41e5-a0d7-b9f5fafc9e08
"Maunsell , Philip",reed:bee56ba3-7ade-480b-84db-1e18df8d832c
"Flower, Francis",reed:8c9f9c88-4b3b-4684-8e86-5038d9f0258b
"Lambert, Thomas",reed:67ab70df-a775-4b59-8781-cdb6a4b9dee6
"Axton, Marie",reed:60046b02-d7f3-40b1-9e20-235b8355ef41
"Russell, R.",reed:19da2c21-7c8f-41eb-a079-1923590e66f8
"Rogers, Roland",reed:6dcbce5b-b250-4fac-9874-df490717fb40
"Hussey , William",reed:f74dbe2e-0777-490c-8ac3-3251469ebb9a
"Hopwood, Charles Henry",reed:0e68f950-a50b-421d-9dca-ee20a6762ba9
"Pittes, Thomas",reed:6beb841c-2e6e-4b67-b322-52d230c338b1
"Wheeler, John",reed:167c143a-8cd3-4542-83df-6930c4008d87
"Archer, Gabriel",reed:7cb6be32-4ccb-4641-8670-135cae282462
"Capell, ...",reed:c58efeba-0e3a-4053-b3b4-68bd028e6a87
"Apprise, …",reed:85a507bc-0aa4-40cb-9905-0b63cb7ebc63
"Grey, …",reed:38a250ca-315a-4440-bad2-ffe984888621
"Laud, William",reed:a05c1966-9395-4fec-ad0f-6746f3ced6bb
"Norland, Howard B.",reed:98bfe8c9-cf38-439e-bc1d-8de5f6b7fc7a
"Howard, Frances",reed:42f0f6db-d218-417a-bb0d-ebf2d975add1
"Staveley, William",reed:36c95c69-1328-4546-ad82-83774ea7854d
"Pudsey, Edward",reed:05efb6f6-7b76-4f25-bd34-18a51d65cc48
"Hitchcombe , Robert",reed:8c756eda-376a-402a-b04b-8b1f848e6be5
"Jones, Judith",reed:4d896dfd-b248-4aa8-9e27-97e975c96dd9
"Munday, …",reed:616095a2-2767-412c-9588-346b0e57de9a
"Yelverton, Henry",reed:af38ada1-14cb-4b06-b7dd-14b9bf4a6e5c
"Elryngton, Thomas",reed:d68e15c8-c7b8-4b56-8401-02127fdd669a
"Boothby, Robert",reed:2637f388-5d65-44f1-b516-68fc53daee3a
"Wheeler, William",reed:80da248c-b14e-4c44-a8c7-69f5d56dea46
"Chaworth, John",reed:df169e71-e653-4ded-9f5f-6d3396b4b05e
"Gage, Anthony",reed:be7ae932-8946-4a47-884d-794bcbf0fdbf
"Rider, John",reed:d2265074-255b-4cef-ac2f-f286dc7a0229
"Banckes, John",reed:429e5481-f454-4daf-87eb-8e02b927a1d4
"Talbot, Gilbert",reed:97d9923c-faa5-49c5-b4a8-e60f69ec33cd
"Shakespeare, William",reed:768c1599-613a-4c50-b27f-ce0d237d9672
"Grey, Arthur",reed:dbddf9b4-b2dd-4463-bc94-af6c3916a50b
"North , Dudley",reed:f85457ef-bcb1-4fb6-9b85-4078005bbda5
"Hamond , Lawrence",reed:82477981-4d7e-4ddd-af67-68e7e2c5e5ab
"Eveley , John",reed:626af1ab-b784-4a7c-9520-eeacdb4983af
"Peny, Giles",reed:d12ed808-6461-4b01-9871-310dfc7db015
"Wade, Guy",reed:8160d057-ba05-41ab-b05a-26cef396b063
"Whitfield , Ralph",reed:dc2ea4c3-799e-472f-a744-0979fcdf7a6f
"Stevensonn, Thomas",reed:f95ae2d6-0a0a-4756-ba42-33af7be15d7d
"Hamond , Thomas",reed:9d237572-355e-46a0-80cd-4e34ed6e4d5a
"Pottes, Thomas",reed:0e75f99b-d63a-49c5-9efd-08bbf443cc24
"Godball, William",reed:76fe6eed-8e3e-46f6-893b-3b176de1caf9
"Negro, Lucy",reed:8b5ddd4f-9894-490f-80e3-061683f1bffd
"Dracottes , ...",reed:c6ae34be-3f07-450d-a223-a2ffb69316eb
"Gilbert, John",reed:0367215b-7230-4e5e-9304-46c38f73f020
"Lyly , John",reed:364584af-dad1-4ad1-a90b-52ed70d2f24f
"Smyth , Matthew",reed:3f6df7b0-cd64-4c48-b9d3-9f69bfb643bc
"Button, William",reed:724e2ee6-aaf2-4ac7-a384-1e0a87403aeb
"Lawson, George",reed:5c2a68e9-7d5f-46c7-8ae7-caecd41684fe
"Blythe , William",reed:ce1b54c5-c430-457a-9783-822be70831bc
"Cooke, John",reed:4196e5e1-d961-434c-a2d7-66470d65e1cf
"Cecil, Robert",reed:46bb5811-b6a9-4a7b-b110-0dc723036776
"Pepys , John",reed:f674a395-0f78-42ab-8367-b669717e53d1
"Lentall , ...",reed:560592d8-f708-4063-8c3a-78e6bddba2d4
"Knight, Richard",reed:3665bd04-4d42-4c3b-b37a-bcad47dbc930
"Pagitt, Justinian",reed:5917d8ac-4849-457a-bc83-defa170a8399
"Roche, Antoine",reed:0d879f13-9fb7-4f30-b2f6-7c5fc021a2a0
"Heneage , Thomas",reed:00ad7d55-0040-42dc-b395-63e815d90d88
"Windsor, Henry",reed:2d2fd694-9647-4e9c-bece-1f970d01d59b
"Cecil, Richard",reed:7971094e-110a-4887-89d0-99275c15fe5f
"Johnson, Richard",reed:38d140e2-2111-41df-aeca-61bafcca9a1c
"Chamberlain , Patrick",reed:65779596-7e58-4270-9985-7940a2e629c8
"Gryffyth , John",reed:45c808d4-376d-4c7d-b373-15508c43e1ad
"Wye, Richard",reed:6b4d5d6d-ac36-4ff5-a378-204733118c7c
"Rosseter, Philip",reed:5950d3c2-306c-4c8c-98cd-ce4ecc565232
"Steele, Mary Susan",reed:7298bf68-045b-4656-bb45-73b53576a618
"Larder, …",reed:27506d7b-fd94-4a1a-90e9-3ea44150bc7c
"Ogle, Cuthbert",reed:37c2cb94-399f-45dc-b870-c855239a3b55
"Smyth , Francis",reed:eb8f6f68-b34e-4e0e-987f-199c605afa31
"Skippe, Richard",reed:e992ec48-72b4-4e75-b62e-3fa109424c19
"Gulston, Joseph",reed:90867492-51a3-4630-accf-e43d3374a523
"Rigby , Hugh",reed:8a8d89cb-deae-4598-b453-eb134c64fca6
"Corkine, William",reed:c78928ce-4f41-43c8-9b5a-36a476eb530e
"Cooper, Thomas",reed:d675c50f-2b81-497f-a57a-5d2d8922bed1
"Cholmeley, Richard",reed:97f3e2cc-9412-4118-8aae-c44e0c5dab91
"Courthop, Thomas",reed:5535e92e-fbe5-4d47-a189-4c9663bea6b0
"Helmes, Henry",reed:eaa36c21-8e76-4f4b-89e9-2fa798e116d3
"Lando, Girolamo",reed:f1ba69a8-7054-4651-8604-f949fad35d59
"Caldwell, …",reed:7b5697ef-0e33-4d9b-8428-d4f65f808e8a
"Barnard, John",reed:a214348a-45e4-4434-943d-4b7b7614830b
"Manwood, Sir Roger",reed:64ce47d0-611b-46a7-97ef-1c90f60a7338
"Dyer , James",reed:185289e5-a919-4a2c-82b0-1eb488fc0b9f
"Hyde , Lawrence",reed:51bb1514-8312-43ca-abe4-408c9ca271da
"May, Richard",reed:05e4fc83-41ca-4357-902f-cbe2654e3c43
"Daston, Richard",reed:0c8b47e9-c6c1-45f2-baa8-be9373794696
"Pylbarowe, John",reed:0814ffc8-be66-48ea-be0a-27200085fbc6
"Frevell, …",reed:d52ebe1d-16cd-4d88-a7b6-ab10dc71af60
"Hopkins, ...",reed:9b8749fc-9850-4302-80a9-8249cfd82c61
"Salusbury, Thomas",reed:6b919b71-071b-48e5-b443-2e183a410a8b
"Hatclyff, William",reed:61b318b1-9505-474c-9695-4046bc7ff12e
"Cecil, Edward",reed:4ce769a7-4056-40b8-af3c-42379cb2119c
"Hyde , Edward",reed:bab74920-e5f5-41af-8ec8-499577d7ac18
"Atkins, Edward",reed:6c999065-9f55-4b3a-abbc-2e1fd637986c
"Farnam, Francis",reed:f194a935-25c0-4201-baa4-9cd7e0138935
"Smith, Thomas",reed:ee6755fd-bd3e-4a7b-a998-417c1abdac1d
"Parsons , Edward",reed:d906c9fd-a38c-42e0-b301-bb12816fc4b0
"Rupert of the Rhine",reed:6efabaa2-5f44-4cc2-b530-69caa3e1e70b
"Margaret of York",reed:334464dc-1fe3-41b4-9867-08fd2e6f820b
"Cawarden , Thomas",reed:accbc8a6-afd3-4ae7-bf10-631499fb3f09
"Campion, Thomas",reed:781031ce-5495-41f0-a2c3-dc1b7497a24b
"Herbert, Edward",reed:f399376c-fc9b-46c9-b1ff-1c934d3a2597
"Lort, John",reed:b2bd1f1b-9041-45f2-9374-7018d0bfa097
"Morris , Edward",reed:037f520a-6919-409d-8cd8-a4ee2969f621
"Lumley, ...",reed:84374b6e-5383-48fc-b808-e91a986817d4
"Howard, Henry",reed:3304c4d7-3c81-42c9-b77e-78d7195bfb39
"Rudyerd, Benjamin",reed:9c2d7480-1129-47b7-b438-d6fa0ae4001e
"Kempton, Robert",reed:91e86854-7cb9-4688-90cf-6729d26e6bec
"Carew, Edmund",reed:18840301-8820-45b5-879c-6c7bc50a5b7a
"Kemp , Robert",reed:3e2685ce-e0f2-4a0b-a659-b21ff727cfb0
"Garners, Roger",reed:42b13904-f41c-4556-9f2f-6ceced59640e
"White, William",reed:b529b5a1-c1a9-480b-87a1-50f172864852
"Hasilwode , ...",reed:763560cf-5c0e-47de-9c1b-63192047a450
"Adson, John",reed:ebef35d3-9df5-4eae-909a-cb8d81d0cec3
"Stephens, John",reed:6380ea49-2324-47ae-9586-aa95235466be
"Hobart , Henry",reed:1aa2a87e-4ec1-4ffe-b236-ee2b91922d23
"Smyth , Thomas",reed:3698168d-2ba3-44f5-96a0-22888caca4fb
"Lowre , Peter",reed:9d032a12-57ec-4e00-8eee-1740e672c8cf
"Thornhill, ...",reed:47552dd9-f705-480c-82a0-d8e43301a0f6
"Crawley, John",reed:6c02c59e-5143-4f07-b34e-149b253adcc6
"Hibbard, ...",reed:ae07590f-2c7d-4bae-8bdb-cc88cb1808d0
"Bacon, Anne",reed:f0a3b92a-0ba6-41bd-ade1-69183aa0894c
"Cardell, Thomas",reed:8d6b5ba1-23ec-4bc8-858b-4dc9bd0a9d8e
"Shepherd, Thomas",reed:d8c9059e-25cc-4cfb-9e91-148a19e4b1dd
"Dering, Anthony",reed:94a665c2-f261-4c3b-b96c-1c6360d7478e
"Heydon, William",reed:5c45bba6-0745-4ff6-8085-55638f1df0af
"Piggott , John",reed:ef0dde68-8512-47ed-b872-0a67b4910b3c
"Eggecombe , John",reed:da3c38ac-7cd7-4b0a-9296-1732ee98da30
"Beriff , William",reed:03bff055-9580-4156-bd28-8724f6847e21
"Sharpham, Edward",reed:45be7774-b596-469d-a242-1ec02269ee2c
"Whiteway, William",reed:61c1ad8a-ac49-4586-b562-a9e2ebb3e0ee
"Nevill, Henry",reed:8c41b412-8e4d-4080-bc4c-76cbdd91a6fc
"Ascough , Edward",reed:89c58d70-c719-48a2-aa6b-0d2c11cbcfcf
"Sewster, George",reed:79423359-41a9-4e28-b18e-872135fd53cc
"Norres, …",reed:ffb5d2e5-c9dd-4563-8d7c-f33af067c47f
"Nelson, Alan H.",reed:85d50284-ce43-4129-a352-06eafd373935
"Dysney, …",reed:6f694fa2-e5b5-415e-b776-117a0cf628b5
"Brathwait, Richard",reed:c44fe612-a227-43c6-b708-a81c8b2fe71c
"Gatacre , Thomas",reed:d21fe472-a9b6-41b2-afd1-1b282d7a0cb2
"Hutchinson, Michael",reed:1457bffd-c0e5-490e-96b9-18617cd1e69b
"Rolfe, William",reed:8074436e-4837-4b33-a890-7d441dc01ebc
"Ward , Richard",reed:3854d3ed-7af6-4254-be35-de57b3f9e9fa
"Dawney , John",reed:d50ac2ad-e816-43c7-a8ef-2e0ecf382387
"Cotton, Thomas",reed:f23682b0-e41e-40c0-8fa1-852bda0a4100
"Edward VI",reed:a5896c44-4f16-4072-b2fd-7158b94a43fb
"Shute , Robert",reed:b8fc9f05-d69b-4d73-af55-925c7577ac28
"Appulton, Roger",reed:1bd2ccc3-ecf7-416f-99a0-b9fb96de23e7
"Hungate, Robert",reed:e846efbe-4a72-4b52-a4ff-defe8dfde883
"Thursby, Henry",reed:5a938191-b575-45bb-8108-b2e900f2c4ef
"Pemberton, …",reed:6e8d13f3-a1a9-406b-b641-56395c9efdb1
"Cave, …",reed:a171cf9c-f2cd-477d-8537-393a80e0d27b
"Crimes , Thomas",reed:7abe594f-68bc-44b4-a41f-02f6b6c1cc62
"Mary I",reed:205b8bf3-42e7-463c-9d1d-61e75509cce1
"Wykes, Thomas",reed:4b745307-05dd-4c86-a758-bb2e74372302
"Broke , Robert",reed:2b25ce6f-eb9f-4cc1-be4c-07ab57276e59
"Langforde, Edward",reed:c54e17f9-a45d-4206-88ed-21cead28d5b3
"Piggott , Walter",reed:9b35bbc8-8641-4400-92e2-99438b5c227f
"Whitley , Richard",reed:946edabc-5ab9-4ca0-a033-5d3aa04ba4a0
"Leach, Thomas",reed:511d20b8-2fa9-4a46-8229-77ed160088e5
"Wansted , Richard",reed:bc104b31-c503-45ea-8653-e23251b8488e
"Starkey, Peter",reed:58365869-ae8a-49f8-aa27-4876c3fb9370
"Wadding, Paul",reed:29e04654-e0ed-400c-bd28-d6b40014fd36
"Henrietta Maria",reed:1fb5a9f1-b677-4740-9da3-99be29e9def0
"de Vere, John",reed:8a0d0142-e150-49d4-88a1-a8504ba7d4d4
"Suliard, Edward",reed:88aa2a91-3fe9-47c0-8fed-721cb60848f3
"Stepkin, John",reed:8be9d70e-0861-4bc5-b611-b5d24af994ca
"Crayne, Henry",reed:0186140a-fe3f-4fbb-b2e2-5dadb84a3b1a
"Selwyn, Thomas",reed:88c3bc57-f7a0-47c1-a519-9746c26c9928
"Mason, Robert",reed:7426ac31-5648-4f24-9b82-4b259cdaeab4
"Clerke , John",reed:51d5495b-080b-4fce-a2bc-e252d2d89f31
"Frederick V, Count Palatine of the Rhine",reed:93437fde-2901-45fb-b9c6-96abf9d3d91f
"Audley , Hugh",reed:72d3bd9f-a974-43e1-8f14-4c17dc993c2c
"Kitts, William",reed:7d2d9ade-ffe4-437d-bdd0-00310a43eeeb
"Hyde , Pistor",reed:8e57da62-2da4-4b19-8f48-a760ef4c5b2a
"Carey, Henry",reed:5ed6b8a0-5fbb-4a5b-9eaf-460bfe19af61
"Adams, Charles",reed:cf2276f9-feb6-4c85-8182-8ed253a37c1f
"Rushton, Thomas",reed:c66b00eb-722c-434b-8abb-2f751d303c95
"Bates, Thomas",reed:38d456bd-58ff-4eea-962a-0f4bbe6d4e98
"Pepys, Samuel",reed:c534d5b8-14ff-4b1b-a92f-649e4b19e1a3
"Harreys, William",reed:e0b070ba-1b77-4b30-b34a-8d5f1ca64a14
"Goldsmith, Henry",reed:cb816a3e-85e1-4c9d-b97c-825b0f637111
"Stone, John",reed:1e3347d2-71b0-473a-b97d-96c40fd342f6
"Thomas, William",reed:d32d454e-37a9-4599-b34a-cbb91b439646
"Filmere, Edward",reed:8c4e463d-cdda-4069-803c-cac5f1631319
"Caron, Noel",reed:0a8d1e15-9551-4987-9c99-bc7f5903247f
"Parker, Martin",reed:a9537a9d-d7c1-4e51-bd00-e6a449efd3e3
"Charles II",reed:a2d7e525-c26a-405d-97c6-147e16cb5f66
"Gresham , John",reed:e27ef17d-260f-41a3-ac12-98779ca284e9
"Dugdale, William",reed:09012e76-16de-48f2-9e77-3129dc19a40d
"Malet , John",reed:ab99f00e-9466-4ebc-a9fa-7ea8f61ada9d
"Goosey, Richard",reed:3defc712-6bd3-4a30-a3ff-9f24af1462fc
"Ellis , William",reed:07f58e2a-48c1-4a3d-b902-105f046b0959
"Vaughan, Thomas",reed:b3b9cc91-1901-4404-88f4-3e986b1ca885
"Briggs, Rowland",reed:4ccde84c-287c-4c0d-8684-d90802e7f0d5
"Dove, Thomas",reed:bdfd0c51-8b09-4ceb-bf92-8d37a0d277fe
"Oxsynbrygge, …",reed:5fffb82b-abb8-4166-a916-16af078c7f51
"Mann, William",reed:656e76ab-8452-44ec-a9d8-47a3e189eae9
"Partriche , Robert",reed:b95e5e1a-26ca-4570-ab01-d98947f7d692
"Wentworth , Philip",reed:80b0fbfb-7156-4009-80a0-144296a686d4
"Jones , Morgan",reed:cd1b2c48-b9cd-454a-b791-364222f1ba70
"Montagu, Charles",reed:c61efc7f-5d85-4470-8451-f56d449b5c76
"Bawtrie, , …",reed:9533115b-b2e1-4edf-bc2f-e4cf32bb4fa6
"Bartlett , Edward",reed:e4fa8747-97bf-4b34-8c2c-d33ff2c1c1ab
"Davies, John",reed:e4bd08d9-c066-4a47-bd66-5897f604d6c8
"Pyne, John",reed:ffbab88f-813e-4de3-ba04-602a69aa193b
"Perkinson, Christopher",reed:86dc7550-7895-4f7e-847d-7765599e16eb
"Baildon, William Paley",reed:22128443-df45-480e-8e40-d6907861cefa
